City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
balakirevo,38.89,-76.51,283.15,43,{'all': 1},9.3,US,1604288289
balakirevo,35.53,-108.74,283.71,43,{'all': 1},1.75,US,1604288289
balakirevo,-20.21,57.76,297.59,77,{'all': 75},3.1,MU,1604288289
balakirevo,37.66,12.59,291.48,87,{'all': 0},1.0,IT,1604288290
balakirevo,63.01,112.47,260.32,88,{'all': 77},4.55,RU,1604288290
balakirevo,36.49,36.22,290.15,67,{'all': 75},2.1,TR,1604288290
balakirevo,-2.67,141.3,304.08,59,{'all': 41},3.15,PG,1604288291
balakirevo,18.26,-78.04,300.15,78,{'all': 75},5.7,JM,1604288291
balakirevo,26.33,43.98,288.15,51,{'all': 0},2.6,SA,1604288291
balakirevo,-21.35,165.15,300.85,60,{'all': 100},2.95,NC,1604288291
balakirevo,18.22,-63.06,301.48,78,{'all': 75},5.1,AI,1604288112
balakirevo,-2.5,-66.27,295.52,94,{'all': 22},0.85,BR,1604288292
balakirevo,37.27,-87.18,278.15,41,{'all': 1},1.5,US,1604288292
balakirevo,36.28,116.45,290.37,36,{'all': 0},0.45,CN,1604288292
balakirevo,32.63,-114.86,302.15,18,{'all': 1},2.1,MX,1604288292
balakirevo,-38.18,146.53,300.93,57,{'all': 6},4.47,AU,1604288292
balakirevo,59.7,30.79,275.15,93,{'all': 90},3.0,RU,1604288293
balakirevo,64.75,177.48,263.15,85,{'all': 75},2.0,RU,1604288293
balakirevo,13.0,15.73,298.67,23,{'all': 25},5.7,TD,1604288293
balakirevo,14.68,77.6,300.68,51,{'all': 0},1.43,IN,1604288293
balakirevo,55.12,26.83,275.99,93,{'all': 9},2.1,BY,1604288294
balakirevo,42.6,-84.38,273.71,91,{'all': 90},4.6,US,1604288294
balakirevo,43.75,-81.72,275.15,74,{'all': 100},16.5,CA,1604288294
balakirevo,18.42,-64.62,299.82,93,{'all': 54},5.81,VG,1604288178
balakirevo,39.7,118.43,284.43,33,{'all': 7},8.35,CN,1604288295
balakirevo,63.84,-22.43,273.15,74,{'all': 75},3.1,IS,1604288000
balakirevo,12.52,-70.03,299.15,88,{'all': 20},3.1,AW,1604288295
balakirevo,48.65,-53.11,276.15,74,{'all': 16},3.6,CA,1604288295
balakirevo,40.6,-124.16,283.15,93,{'all': 1},3.1,US,1604288295
balakirevo,-6.64,-51.99,295.15,95,{'all': 91},1.21,BR,1604288296
balakirevo,34.88,-76.9,288.15,93,{'all': 1},5.7,US,1604288296
balakirevo,47.87,88.12,278.26,54,{'all': 59},0.5,CN,1604288296
balakirevo,49.69,83.29,271.15,92,{'all': 40},2.52,KZ,1604288296
balakirevo,6.4,-58.62,298.15,94,{'all': 40},0.82,GY,1604288297
balakirevo,47.11,15.71,282.04,100,{'all': 75},0.5,AT,1604288297
balakirevo,-10.07,-78.15,289.25,86,{'all': 47},2.95,PE,1604288297
balakirevo,-40.81,-63.0,288.71,58,{'all': 0},5.84,AR,1604288297
balakirevo,14.97,8.89,294.37,27,{'all': 11},5.88,NE,1604288297
balakirevo,-40.32,-72.97,286.15,82,{'all': 0},2.1,CL,1604288298
balakirevo,20.45,121.97,299.8,81,{'all': 93},12.84,PH,1604288298
balakirevo,-15.78,-47.93,293.15,94,{'all': 20},1.5,BR,1604288298
balakirevo,52.98,116.92,265.61,75,{'all': 9},3.42,RU,1604288298
balakirevo,48.38,-4.62,289.15,100,{'all': 90},13.4,FR,1604288299
balakirevo,20.6,-99.13,282.83,97,{'all': 38},2.39,MX,1604288299
balakirevo,48.15,-103.62,280.93,58,{'all': 0},4.7,US,1604288299
balakirevo,43.82,11.13,288.15,93,{'all': 75},1.5,IT,1604288299
balakirevo,14.95,77.27,299.84,54,{'all': 0},1.83,IN,1604288299
balakirevo,6.5,2.6,298.23,90,{'all': 33},2.06,BJ,1604288300
balakirevo,60.05,69.9,269.89,98,{'all': 56},2.78,RU,1604288300
balakirevo,51.1,66.32,274.09,91,{'all': 21},5.06,KZ,1604288300
balakirevo,4.71,-74.23,287.15,82,{'all': 75},2.1,CO,1604288300
balakirevo,-39.03,-67.58,297.15,27,{'all': 0},3.1,AR,1604288300
balakirevo,54.04,19.03,282.59,100,{'all': 77},5.66,PL,1604288302
balakirevo,45.05,136.61,281.19,54,{'all': 17},4.88,RU,1604288302
balakirevo,67.26,15.39,284.15,57,{'all': 75},10.3,NO,1604288302
balakirevo,10.61,-66.85,294.82,86,{'all': 87},1.97,VE,1604288302
balakirevo,32.52,-93.73,284.15,81,{'all': 1},1.5,US,1604288142
balakirevo,35.13,140.3,295.15,82,{'all': 75},6.2,JP,1604288303
balakirevo,48.01,91.64,273.56,80,{'all': 5},1.09,MN,1604288303
balakirevo,35.01,-90.79,282.15,45,{'all': 1},4.1,US,1604288222
balakirevo,6.48,79.98,302.18,66,{'all': 12},2.33,LK,1604288304
balakirevo,-8.1,156.84,302.71,69,{'all': 53},1.1,SB,1604288304
balakirevo,-38.37,-60.28,284.94,62,{'all': 66},4.21,AR,1604288305
balakirevo,51.53,92.8,272.31,91,{'all': 100},0.8,RU,1604288305
balakirevo,69.01,23.04,276.51,92,{'all': 100},11.06,NO,1604288305
balakirevo,5.41,100.34,303.15,74,{'all': 20},2.6,MY,1604288305
balakirevo,28.08,74.6,299.08,16,{'all': 0},3.18,IN,1604288305
balakirevo,9.49,50.81,298.82,68,{'all': 0},8.42,SO,1604288306
balakirevo,21.35,-158.09,301.15,65,{'all': 75},2.6,US,1604288306
balakirevo,10.15,-85.45,296.24,92,{'all': 100},1.63,CR,1604288306
balakirevo,-34.48,-54.33,282.45,91,{'all': 3},0.66,UY,1604288306
balakirevo,-13.7,-76.22,291.15,82,{'all': 90},4.6,PE,1604288306
balakirevo,7.13,40.7,286.77,100,{'all': 74},1.44,ET,1604288307
balakirevo,68.22,-135.01,261.15,85,{'all': 81},2.91,CA,1604288307
balakirevo,-13.81,-41.3,295.28,85,{'all': 92},1.15,BR,1604288307
balakirevo,67.67,12.69,282.58,82,{'all': 100},12.34,NO,1604288308
balakirevo,45.44,40.58,287.04,76,{'all': 94},4.35,RU,1604288308
balakirevo,29.97,40.21,293.15,42,{'all': 40},2.1,SA,1604288308
balakirevo,-42.77,-65.04,296.76,25,{'all': 97},10.97,AR,1604288277
balakirevo,27.08,-101.53,291.4,50,{'all': 80},2.23,MX,1604288308
balakirevo,53.8,64.15,270.47,97,{'all': 13},1.17,KZ,1604288309
balakirevo,64.38,-173.3,270.15,63,{'all': 20},2.1,RU,1604288309
balakirevo,-27.98,153.33,299.82,63,{'all': 40},3.13,AU,1604288309
balakirevo,-5.51,22.27,292.28,99,{'all': 100},0.58,CD,1604288309
balakirevo,0.8,127.4,302.57,70,{'all': 86},3.53,ID,1604288309
balakirevo,-15.2,12.15,293.88,79,{'all': 8},1.83,AO,1604288310
balakirevo,23.38,-105.38,287.35,38,{'all': 3},4.84,MX,1604288310
balakirevo,-9.52,-37.19,297.69,78,{'all': 52},2.78,BR,1604288310
balakirevo,71.04,27.85,278.95,79,{'all': 100},12.06,NO,1604288310
balakirevo,5.67,73.0,301.41,70,{'all': 43},3.23,MV,1604288310
balakirevo,46.46,10.35,282.15,100,{'all': 75},1.0,IT,1604288311
balakirevo,-28.78,32.04,291.2,94,{'all': 100},1.97,ZA,1604288311
balakirevo,-6.88,112.21,303.43,63,{'all': 99},2.98,ID,1604288311
balakirevo,-35.12,139.27,302.59,38,{'all': 39},4.62,AU,1604288311
balakirevo,43.65,44.89,285.15,93,{'all': 100},3.0,RU,1604288311
balakirevo,36.37,6.61,281.15,87,{'all': 0},1.15,DZ,1604288149
balakirevo,13.98,10.27,297.04,28,{'all': 12},3.58,NE,1604288312
balakirevo,44.37,-100.35,278.71,48,{'all': 1},3.6,US,1604288312
balakirevo,62.72,129.67,249.15,76,{'all': 40},0.59,RU,1604288312
balakirevo,47.15,27.52,279.15,87,{'all': 20},2.6,RO,1604288312
balakirevo,-0.91,122.88,302.47,65,{'all': 100},3.14,ID,1604288313
balakirevo,66.83,70.83,268.45,96,{'all': 56},5.08,RU,1604288313
balakirevo,69.45,-133.04,262.15,85,{'all': 90},7.2,CA,1604288313
balakirevo,7.77,-72.22,292.28,93,{'all': 99},0.87,VE,1604288313
balakirevo,64.5,-165.41,263.15,85,{'all': 1},2.6,US,1604288314
balakirevo,47.67,-52.73,277.59,74,{'all': 75},7.7,CA,1604288063
balakirevo,18.69,12.92,292.0,34,{'all': 0},5.15,NE,1604288314
balakirevo,50.85,37.36,282.15,100,{'all': 90},4.0,RU,1604288314
balakirevo,30.87,105.38,290.68,52,{'all': 69},0.67,CN,1604288314
balakirevo,64.47,40.85,273.15,97,{'all': 75},2.0,RU,1604288315
balakirevo,68.05,39.51,277.15,87,{'all': 100},10.83,RU,1604288315
balakirevo,26.56,31.75,294.15,68,{'all': 0},2.1,EG,1604288315
balakirevo,-2.92,-39.92,299.86,78,{'all': 58},5.0,BR,1604288316
balakirevo,52.68,6.58,290.37,94,{'all': 100},4.02,NL,1604288316
balakirevo,22.29,91.98,301.15,78,{'all': 75},1.02,BD,1604288316
balakirevo,12.28,-69.07,300.15,83,{'all': 20},2.6,CW,1604288316
balakirevo,40.79,-73.42,282.59,61,{'all': 40},7.2,US,1604288317
balakirevo,43.06,44.74,285.15,93,{'all': 80},3.0,RU,1604288317
balakirevo,-37.62,-73.65,284.71,93,{'all': 96},3.05,CL,1604288317
balakirevo,35.14,-120.64,290.15,76,{'all': 1},1.39,US,1604288317
balakirevo,28.17,94.77,300.36,56,{'all': 94},0.86,IN,1604288317
balakirevo,-43.3,-65.1,296.81,25,{'all': 92},10.11,AR,1604288318
balakirevo,41.31,-105.59,278.71,48,{'all': 1},3.73,US,1604288050
balakirevo,38.72,-90.26,275.93,51,{'all': 1},2.6,US,1604288318
balakirevo,-4.28,-55.98,299.32,70,{'all': 99},0.59,BR,1604288318
balakirevo,-28.77,114.6,293.15,60,{'all': 40},8.7,AU,1604288318
balakirevo,29.8,66.84,286.64,24,{'all': 0},1.14,PK,1604288132
balakirevo,69.49,88.4,266.15,92,{'all': 75},3.0,RU,1604288319
balakirevo,33.08,-16.33,292.15,88,{'all': 20},1.0,PT,1604288044
balakirevo,29.11,58.36,294.28,20,{'all': 0},1.06,IR,1604288319
balakirevo,-45.58,-72.07,284.15,57,{'all': 0},1.0,CL,1604288319
balakirevo,-19.93,-60.77,293.33,40,{'all': 0},1.6,PY,1604288320
balakirevo,65.85,74.49,269.25,97,{'all': 78},7.54,RU,1604288320
balakirevo,-2.1,-56.49,301.33,54,{'all': 90},1.29,BR,1604288320
balakirevo,29.03,21.55,289.47,71,{'all': 1},3.21,LY,1604288320
balakirevo,7.42,81.82,302.61,65,{'all': 70},2.57,LK,1604288320
balakirevo,-7.33,-75.02,296.45,68,{'all': 91},0.64,PE,1604288321
balakirevo,59.65,67.41,269.55,98,{'all': 42},3.72,RU,1604288166
balakirevo,-43.63,171.65,285.37,72,{'all': 100},2.68,NZ,1604288321
balakirevo,-16.48,-151.75,299.85,80,{'all': 6},8.04,PF,1604288321
balakirevo,-31.43,152.92,295.37,64,{'all': 40},7.7,AU,1604288321
balakirevo,39.45,75.98,281.15,33,{'all': 0},4.0,CN,1604288322
balakirevo,42.37,-71.18,281.15,87,{'all': 90},4.6,US,1604288220
balakirevo,42.62,126.26,276.95,64,{'all': 44},9.28,CN,1604288322
balakirevo,47.8,67.71,280.44,47,{'all': 90},2.41,KZ,1604288322
balakirevo,-23.79,-54.28,291.83,63,{'all': 0},1.78,BR,1604288322
balakirevo,8.08,22.4,294.09,83,{'all': 99},1.04,CF,1604288323
balakirevo,66.32,-179.17,261.43,85,{'all': 54},0.93,RU,1604288323
balakirevo,55.34,-131.65,284.15,100,{'all': 90},11.3,US,1604288323
balakirevo,13.22,-59.52,301.15,78,{'all': 40},10.3,BB,1604288323
balakirevo,-6.42,20.8,294.48,94,{'all': 88},0.59,CD,1604288323
balakirevo,22.68,-3.98,296.72,20,{'all': 100},6.07,ML,1604288324
balakirevo,61.99,-49.67,270.16,93,{'all': 45},2.88,GL,1604288324
balakirevo,18.2,-73.75,299.13,77,{'all': 100},2.21,HT,1604288324
balakirevo,27.15,57.08,291.15,77,{'all': 0},2.1,IR,1604288324
balakirevo,41.71,-70.23,287.59,93,{'all': 90},3.6,US,1604288119
balakirevo,45.41,79.92,283.42,39,{'all': 35},1.03,KZ,1604288325
balakirevo,49.2,119.7,266.09,80,{'all': 100},7.84,CN,1604288325
balakirevo,65.68,-18.09,277.15,51,{'all': 20},2.6,IS,1604288325
balakirevo,53.9,27.57,278.15,93,{'all': 75},2.0,BY,1604288231
balakirevo,1.02,35.01,286.72,89,{'all': 29},0.55,KE,1604288326
balakirevo,11.0,122.67,302.2,78,{'all': 95},6.41,PH,1604288326
balakirevo,-7.47,-34.81,299.15,83,{'all': 75},1.5,BR,1604288326
balakirevo,15.74,-96.47,298.71,86,{'all': 24},1.76,MX,1604288326
balakirevo,-3.48,23.43,293.29,98,{'all': 100},0.71,CD,1604288327
balakirevo,53.56,102.51,267.95,88,{'all': 29},4.24,RU,1604288327
balakirevo,39.47,-87.41,275.15,51,{'all': 1},4.6,US,1604288190
balakirevo,5.89,95.32,301.0,78,{'all': 100},4.1,ID,1604288328
balakirevo,36.3,59.61,282.15,61,{'all': 0},1.34,IR,1604288328
balakirevo,66.56,67.8,267.74,95,{'all': 58},4.28,RU,1604288328
balakirevo,63.45,120.32,260.03,86,{'all': 21},3.86,RU,1604288328
balakirevo,24.38,74.7,298.3,18,{'all': 0},2.03,IN,1604288329
balakirevo,-17.7,-40.77,291.75,91,{'all': 100},2.93,BR,1604288329
balakirevo,42.16,-72.33,279.15,70,{'all': 75},3.6,US,1604288329
balakirevo,-34.0,24.73,290.37,85,{'all': 13},0.89,ZA,1604288329
balakirevo,-9.66,20.39,290.13,94,{'all': 65},0.86,AO,1604288329
balakirevo,28.37,129.48,301.15,78,{'all': 20},1.5,JP,1604288330
balakirevo,20.5,-10.07,297.33,19,{'all': 100},4.36,MR,1604288330
balakirevo,-31.08,152.83,294.82,64,{'all': 40},7.7,AU,1604288330
balakirevo,8.2,-59.78,297.06,93,{'all': 80},0.54,GY,1604288330
balakirevo,-23.65,-70.4,288.15,82,{'all': 40},4.6,CL,1604288330
balakirevo,51.23,-58.65,276.68,86,{'all': 100},6.2,CA,1604288331
balakirevo,-12.7,45.12,296.15,88,{'all': 0},2.1,YT,1604288331
balakirevo,61.95,159.23,268.76,92,{'all': 100},1.58,RU,1604288331
balakirevo,25.21,64.64,299.29,27,{'all': 0},2.49,PK,1604288331
balakirevo,27.67,-105.17,290.45,41,{'all': 61},8.07,MX,1604288332
balakirevo,26.95,76.9,299.97,16,{'all': 0},3.03,IN,1604288332
balakirevo,-36.83,175.7,293.75,62,{'all': 100},4.36,NZ,1604288055
balakirevo,9.6,105.98,302.15,83,{'all': 75},2.6,VN,1604288332
balakirevo,45.32,55.2,283.12,46,{'all': 0},7.1,KZ,1604288333
balakirevo,40.13,63.45,287.11,30,{'all': 0},4.06,UZ,1604288333
balakirevo,46.09,3.45,290.15,67,{'all': 90},6.2,FR,1604288333
balakirevo,14.92,-23.51,297.15,88,{'all': 20},2.6,CV,1604288334
balakirevo,57.73,27.29,276.15,93,{'all': 75},2.0,EE,1604288334
balakirevo,45.25,77.98,282.4,48,{'all': 57},0.42,KZ,1604288334
balakirevo,12.52,124.56,303.43,68,{'all': 99},3.08,PH,1604288334
balakirevo,37.59,-120.96,290.37,59,{'all': 1},1.18,US,1604288335
balakirevo,28.87,105.44,288.48,75,{'all': 100},1.07,CN,1604288335
balakirevo,-9.45,-46.3,294.99,94,{'all': 89},1.66,BR,1604288335
balakirevo,-35.35,150.47,294.15,56,{'all': 40},4.6,AU,1604288335
balakirevo,-13.54,23.1,289.23,46,{'all': 21},0.36,ZM,1604288335
balakirevo,51.71,143.23,280.23,89,{'all': 100},3.93,RU,1604288336
balakirevo,-13.85,136.42,311.15,15,{'all': 77},6.2,AU,1604288336
balakirevo,-13.88,167.55,304.15,94,{'all': 75},5.1,VU,1604288336
balakirevo,-20.23,164.02,299.06,74,{'all': 63},4.72,NC,1604288336
balakirevo,-2.57,150.8,303.22,64,{'all': 7},1.11,PG,1604288337
balakirevo,-7.68,36.04,290.15,77,{'all': 20},3.1,TZ,1604288337
balakirevo,60.34,102.28,268.06,96,{'all': 100},4.72,RU,1604288337
balakirevo,21.7,104.87,297.95,82,{'all': 100},0.82,VN,1604288337
balakirevo,-35.33,-72.42,284.02,89,{'all': 7},3.05,CL,1604288338
balakirevo,12.48,123.38,302.53,75,{'all': 86},6.26,PH,1604288338
balakirevo,7.71,81.69,301.91,68,{'all': 32},2.42,LK,1604287949
balakirevo,2.02,112.93,306.81,48,{'all': 100},1.52,MY,1604288338
balakirevo,14.53,20.92,300.36,25,{'all': 62},8.7,TD,1604288338
balakirevo,-26.5,17.16,289.06,32,{'all': 100},1.06,NA,1604288339
balakirevo,-44.7,169.15,288.29,51,{'all': 100},2.31,NZ,1604288119
balakirevo,-31.67,18.5,291.68,35,{'all': 0},1.95,ZA,1604288339
balakirevo,-25.97,32.59,293.71,94,{'all': 75},1.0,MZ,1604288339
balakirevo,69.3,139.9,247.17,88,{'all': 19},2.58,RU,1604288340
balakirevo,-45.87,-67.5,291.15,59,{'all': 0},1.0,AR,1604288177
balakirevo,69.58,20.22,282.15,66,{'all': 75},23.7,NO,1604288340
balakirevo,28.58,65.42,292.0,19,{'all': 0},1.04,PK,1604288340
balakirevo,64.9,45.76,272.81,98,{'all': 100},3.19,RU,1604288341
balakirevo,28.66,-17.92,295.15,40,{'all': 0},4.6,ES,1604288341
balakirevo,40.81,111.65,275.15,24,{'all': 0},3.0,CN,1604288341
balakirevo,17.52,-101.27,297.89,84,{'all': 45},1.53,MX,1604288341
balakirevo,42.8,93.45,284.91,36,{'all': 21},2.6,CN,1604288342
balakirevo,3.87,17.99,294.49,90,{'all': 100},0.24,CF,1604288342
balakirevo,20.71,70.98,302.01,37,{'all': 0},5.97,IN,1604288342
balakirevo,68.05,166.44,260.61,93,{'all': 100},0.58,RU,1604288342
balakirevo,12.58,-81.7,300.15,83,{'all': 90},2.1,CO,1604288342
balakirevo,42.43,130.64,282.46,43,{'all': 0},6.19,RU,1604288343
balakirevo,48.4,-89.32,270.15,58,{'all': 90},3.1,CA,1604288343
balakirevo,14.0,-7.75,296.04,26,{'all': 0},2.35,ML,1604288343
balakirevo,32.77,22.64,293.72,65,{'all': 46},6.29,LY,1604288344
balakirevo,45.6,-76.48,275.37,92,{'all': 16},3.58,CA,1604288344
balakirevo,21.97,96.08,300.15,83,{'all': 75},2.1,MM,1604288206
balakirevo,46.13,-112.94,275.37,74,{'all': 1},2.6,US,1604288344
balakirevo,6.71,121.97,300.15,88,{'all': 75},3.6,PH,1604288344
balakirevo,53.57,142.95,280.24,92,{'all': 100},4.88,RU,1604288345
balakirevo,50.41,80.23,272.15,86,{'all': 0},2.0,KZ,1604288345
balakirevo,18.8,110.4,299.58,70,{'all': 78},6.5,CN,1604288345
balakirevo,3.48,34.15,291.38,76,{'all': 81},8.5,UG,1604288345
balakirevo,42.25,-75.83,274.26,96,{'all': 20},4.6,US,1604288346
balakirevo,60.38,92.63,274.51,90,{'all': 100},5.64,RU,1604288346
balakirevo,-13.28,-50.16,295.21,91,{'all': 100},2.55,BR,1604288346
balakirevo,-0.61,-47.36,299.21,84,{'all': 62},3.98,BR,1604288346
balakirevo,60.82,-115.8,265.15,78,{'all': 100},5.1,CA,1604288347
balakirevo,50.78,121.52,262.14,86,{'all': 100},4.88,CN,1604288347
balakirevo,-5.2,-35.46,300.15,78,{'all': 75},4.6,BR,1604288347
balakirevo,7.45,126.58,303.01,69,{'all': 72},2.73,PH,1604288347
balakirevo,54.99,12.28,288.71,93,{'all': 100},6.26,DK,1604288347
balakirevo,12.06,-61.75,299.15,94,{'all': 75},5.1,GD,1604288086
balakirevo,-27.37,-70.33,286.15,82,{'all': 0},2.1,CL,1604288348
balakirevo,38.7,-9.42,290.93,88,{'all': 99},1.34,PT,1604288348
balakirevo,32.66,-114.41,302.15,16,{'all': 1},1.5,US,1604288348
balakirevo,-20.58,48.53,294.93,67,{'all': 78},0.62,MG,1604288349
balakirevo,-5.13,32.53,294.15,68,{'all': 20},2.6,TZ,1604288349
balakirevo,-3.67,152.43,302.18,71,{'all': 72},1.88,PG,1604288349
balakirevo,49.24,15.07,285.37,100,{'all': 100},2.77,CZ,1604288349
balakirevo,12.18,18.69,299.8,32,{'all': 82},1.81,TD,1604288350
balakirevo,62.55,155.55,263.79,96,{'all': 100},2.31,RU,1604288350
balakirevo,33.85,-118.05,295.15,53,{'all': 1},1.39,US,1604288337
balakirevo,54.95,20.23,281.15,87,{'all': 75},4.0,RU,1604288350
balakirevo,-20.97,164.7,300.61,63,{'all': 99},1.94,NC,1604288351
balakirevo,-20.74,116.85,301.71,42,{'all': 19},7.37,AU,1604288343
balakirevo,-24.4,23.88,291.38,75,{'all': 10},6.84,BW,1604288351
balakirevo,-16.92,145.77,306.15,41,{'all': 0},6.2,AU,1604288131
balakirevo,-20.32,118.57,305.15,49,{'all': 13},7.2,AU,1604288351
balakirevo,20.75,-105.33,298.13,86,{'all': 0},1.84,MX,1604288352
balakirevo,64.57,143.2,249.97,80,{'all': 45},2.17,RU,1604288352
balakirevo,-32.72,152.15,294.15,56,{'all': 40},8.7,AU,1604288217
balakirevo,-30.38,153.1,294.15,68,{'all': 75},10.3,AU,1604288352
balakirevo,-7.91,39.67,298.92,76,{'all': 6},4.05,TZ,1604288352
balakirevo,-38.95,-68.06,297.15,27,{'all': 0},3.1,AR,1604288353
balakirevo,41.12,80.26,282.61,44,{'all': 0},0.77,CN,1604288353
balakirevo,65.42,-52.9,268.26,94,{'all': 88},4.1,GL,1604288353
balakirevo,48.71,9.46,290.37,82,{'all': 40},1.5,DE,1604288353
balakirevo,-19.81,-43.17,287.24,86,{'all': 99},1.89,BR,1604288354
balakirevo,58.0,102.66,267.54,95,{'all': 100},4.82,RU,1604288255
balakirevo,13.1,2.37,297.61,19,{'all': 41},3.39,NE,1604288354
balakirevo,33.78,-116.96,295.15,26,{'all': 1},0.82,US,1604288354
balakirevo,13.08,109.3,299.77,76,{'all': 70},7.34,VN,1604288354
balakirevo,35.01,37.05,290.05,82,{'all': 100},2.61,SY,1604288355
balakirevo,41.14,-73.36,280.93,77,{'all': 80},7.49,US,1604288355
balakirevo,35.6,103.21,279.81,52,{'all': 97},1.31,CN,1604288355
balakirevo,35.29,-2.94,289.15,87,{'all': 90},1.92,ES,1604288355
balakirevo,47.07,9.95,285.37,100,{'all': 100},1.39,AT,1604288355
balakirevo,18.44,1.41,294.46,27,{'all': 18},5.65,ML,1604288356
balakirevo,18.47,120.58,305.15,70,{'all': 75},4.1,PH,1604288356
balakirevo,6.54,21.99,292.8,88,{'all': 95},1.06,CF,1604288356
balakirevo,16.98,73.3,301.53,57,{'all': 8},1.18,IN,1604288356
balakirevo,6.3,-10.8,298.85,87,{'all': 4},3.2,LR,1604288356
balakirevo,56.51,38.84,276.44,94,{'all': 98},3.22,RU,1604288357
